company_id,company_name,ticker,country,currency,sector,gics_sub_industry,fiscal_year_end,report_title,report_url
TYT,Toyota Motor Corporation,7203.T,Japan,JPY,Consumer Discretionary,Automobile Manufacturers,March 31,Toyota Sustainability Data Book 2025,https://global.toyota/en/sustainability/report/sdb/
